Propulsion	Irridium Fuel Cells (Range 6)	Fuel reserves allow ships to move up to 6 parsecs away from colony planets.
Propulsion	Inertial Stabilizer	Generates a field that reduces the inertia of ships, and adds 2 classes of maneuverability in combat (+2 defense and +1 combat speed).
Propulsion	Sub-Light Drives	Moves ships at warp three (3 parsecs per turn), and allows a maximum maneuverability of class III in combat.
Propulsion	Dotomite Crystals (Range 7)	Fuel reserves allow ships to move up to 7 parsecs away from colony planets.
Propulsion	Energy Pulsar	A potent engine modification which generates a sudden spherical burst of energy striking all adjacent ships for up to 5 points of damage plus 1 per two ships.
Propulsion	Fusion Drives	Moves ships at warp four (4 parsecs per turn), and allows a maximum maneuverability of class IV in combat.
Propulsion	Uridium Fuel Cells (Range 8)	Fuel reserves allow ships to move up to 8 parsecs away from colony planets.
Propulsion	Warp Dissipator	Specialized weapon that disrupts the warp fields surrounding enemy ships, reducing their speed by 0-1 each turn the weapon is fired.
Propulsion	Reajax II Fuel Cells (Range 9)	Fuel reserves allow ships to move up to 9 parsecs away from colony planets.
Propulsion	Impulse Drives	Moves ships at warp five (5 parsecs per turn), and allows a maximum maneuverability of class V in combat.
Propulsion	Intergalactic Star Gates	Allows your ships to move between any two planets equipped with star gates in only one turn. Costs 3000 BC to build.
Propulsion	Trilithium Crystals (Range 10)	Fuel reserves allow ships to move up to 10 parsecs away from colony planets.
Propulsion	Ion Drives	Moves ships at warp six (6 parsecs per turn), and allows a maximum maneuverability of class VI in combat.
Propulsion	High Energy Focus	Increases the firing range of all energy weapons by three.
Propulsion	Anti-Matter Drives	Moves ships at warp seven (7 parsecs per turn), and allows a maximum maneuverability of class VII in combat.
Propulsion	Sub Space Teleporter	Teleports ships to any space on the combat map and gives first initiative to the teleporting ship.
Propulsion	Ionic Pulsar	A powerful engine modification capable of generating a spherical burst of phased energy striking all adjacent ships for up to 10 points of damage plus one per ship.
Propulsion	Thorium Cells (Unlimited Range)	Self-replenishing fuel that allows ships to move any distance from colony planets.
Propulsion	Inter-Phased Drives	Moves ships at warp eight (8 parsecs per turn), and allows a maximum maneuverability of class VIII in combat.
Propulsion	Sub Space Interdictor	Surrounds colony planets with an intense gravity well, rendering sub space teleporters useless and halving combat transporter effectiveness. The device is a placed in all missile bases.
Propulsion	Combat Transporters	Transports equipped with these devices have a 50% chance of beaming down onto enemy surfaces before the transports can be attacked by enemy ships and bases.
Propulsion	Inertial Nullifier	Generates a field that negates the inertia of ships and adds 2 classes of maneuverability in combat (+4 defense and +2 combat speed).
Propulsion	Hyper Drives	Moves ships at warp nine (9 parsecs per turn), and allows a maximum maneuverability of class IX in combat.
Propulsion	Displacement Device	Randomly shifts the equipped ship in and out of normal space, allowing the ship to avoid one third of all non-area attacks.
Weapons	Lasers	Direct-fire beam weapon that inflicts 1-4 points of damage. Heavy lasers have a two space range and do 1-7 points of damage.
Weapons	Hand Lasers	Personal lasers that add 5 to your ground combat rolls.
Weapons	Hyper-V Rockets	Swift missiles that explode for 6 points of damage and move at a speed of 2.5
Weapons	Gatling Laser	An advanced laser that fires up to four times per turn for 1-4 points of damage with each hit.
Weapons	Anti-Missile Rockets	Trans-light rockets capable of destroying incoming enemy missiles 40% of the time, -1% per technology level of the missile.
Weapons	Neutron Pellet Gun	Heavy particle stream weapon that halves the effectiveness of enemy deflector shields and inflicts 2-5 points of damage.
Weapons	Hyper-X Rockets	Missiles equipped with high energy warheads that explode for 8 points of damage, move at a speed of 2.5, and are controlled by a +1 level targeting computer.
Weapons	Fusion Bomb	Bombs that explode for 5-20 points of damage on planetary targets only.
Weapons	Ion Cannon	High intensity beam weapons capable of inflicting 3-8 points of damage. Heavy ion cannons strike for 3-15 and have a 2 space range.
Weapons	Scatter Pack V Rockets	Mirv versions of Hyper-V Rockets, splitting into five separate warheads that each explode for 6 points of damage and move at a speed of 2.5
Weapons	Ion Rifle	Personal beam weapons that add 10 to your ground attacks.
Weapons	Mass Driver	A linear accelerator that halves the effectiveness of enemy deflector shields and inflicts 5-8 points of damage.
Weapons	Merculite Missiles	Hard-hitting, swift missiles that explode for 10 points of damage, move at a speed of 3, and are controlled by a +2 level targeting computer.
Weapons	Neutron Blaster	High powered beam weapons capable of inflicting 3-12 points of damage. Heavy neutron blasters strike for 3-24 points and have a 2 space range.
Weapons	Anti-Matter Bomb	Bombs that explode for 10-40 points of damage on planetary targets only.
Weapons	Graviton Beam	Tractor-repulsor beam capable of rending ships to pieces. The beam strikes for 1-15, and the continuous streaming effect of the ray allows damage to carry over from one ship to another.
Weapons	Stinger Missiles	Slow, hyper-accurate missiles that do 15 points of damage, move at a speed of 3.5, and are controlled by a sophisticated +3 level targeting computer.
Weapons	Hard Beam	An energy-to-matter beam weapon that halves the effectiveness of enemy deflector shields, and inflicts 8-12 points of damage.
Weapons	Fusion Beam	High intensity beam weapon capable of doing 4-16 points of damage. Heavy fusion beams strike for 4-30 points and have a 2 space range.
Weapons	Ion Stream Projector	Fires an intense ionic blast reducing an opponents armor by 20% plus 1% per two firing ships. The projector has a range of 2 spaces.
Weapons	Omega-V Bomb	High yield bombs that explode for 20-50 points of damage on planetary targets only.
Weapons	Anti-Matter Torpedoes	High energy tracking torpedoes that deliver 30 points of damage but may only be fired every other turn. Each torpedo is equipped with a +4 level targeting computer.
Weapons	Fusion Rifle	Inaccurate but incredibly powerful beam weapons that add 20 to your ground combat rolls.
Weapons	Megabolt Cannon	Releases multiple bolts of pure energy in a wide field. It has a +30% bonus chance to hit and strikes for 2-20 points of damage.
Weapons	Phasor	Phased energy beams capable of inflicting 5-20 points of damage. Heavy phasors strike for 5-40 points of damage and have a 2 space range.
Weapons	Scatter Pack VII Missiles	Mirv versions of Hyper-X Rockets, splitting into seven separate warheads that each explode for 10 points of damage, move at a speed of 3, and are guided by a +2 level targeting computer.
Weapons	Auto Blaster	An advanced neutron blaster that fires up to three times per turn for 4-16 points of damage with each hit.
Weapons	Pulson Missiles	Powerful missiles equipped with anti-matter warheads that explode for 20 points of damage, move at speed 4, and are controlled by a +4 level targeting computer.
Weapons	Tachyon Beam	Fires an intense stream of tachyon particles that strike enemy ships for 1-25 hits. The continous streaming effect of the ray allows it to carry damage over from one ship to another.
Weapons	Hand Phasor	Potent hand held energy weapons capable of reducing an opponent to his component atoms. Adds 25 to your ground combat rolls.
Weapons	Gauss Autocannon	An advanced linear accelerator capable of firing four explosive rounds per turn that inflict 7-10 points of damage each. The projectile rounds half the effectiveness of enemy shields.
Weapons	Particle Beam	High intensity particle accelerators capable of striking enemy ships for 10-20 points of damage and halving the effectiveness of deflector shields.
Weapons	Hercular Missiles	Highly advanced missile that explodes for 25 points of damage. The hercular missile moves at speed 4.5 and is controlled by a +5 level targeting computer.
Weapons	Plasma Cannon	Fires intense bolts of energy that inflict 6-30 points of damage.
Weapons	Death Ray	An ancient weapon of unbelievably destructive power that inflicts 200-1000 points of damage with a 1 space range.
Weapons	Disruptor	Unleashes tremendous bolts of pure energy that can strike enemy targets up to 2 spaces away for 10-40 points of damage.
Weapons	Pulse Phasor	An advanced phasor capable of firing three bursts per turn for 5-20 points of damage with each hit.
Weapons	Neutronium Bomb	Devastating bombs that explode for 40-70 points of damage on planets only.
Weapons	Hellfire Torpedoes	Enveloping energy torpedoes that simultaneously strike all shields, delivering damage equivalent to four 25 point attacks. They may only be fired once every other turn.
Weapons	Zeon Missiles	Most advanced missile available. Capable of striking enemy ships for 30 points of damage and moving at a speed of 5. The zeon missile is guided by a +6 level targeting computer.
Weapons	Plasma Rifle	The most devastating hand held weapon available. Adds 30 to your ground attacks.
Weapons	Proton Torpedoes	High yield energy torpedoes that deliver 75 points of damage but may only be fired every other turn. Each torpedo is equipped with a +6 level targeting computer.
Weapons	Scatter Pack X Missiles	Mirv versions of Stinger Missiles, splitting into ten separate warheads that each explode for 15 points of damage, move at speed 3.5, and are guided by a +3 level targeting computer.
Weapons	Tri-Focus Plasma Cannon	Fires a triad of high intensity plasma beams capable of inflicting 20-50 points of damage.
Weapons	Stellar Converter	Surrounds the target with an extremely powerful matter-energy conversion field, inflicting four 10-35 point attacks.  It has a range of 3 spaces.
Weapons	Neutron Stream Projector	Fires a blast of concentrated neutrino rays reducing an opponents armor by 40% plus 1% per firing ship. The projector has a range of 2 spaces.
Weapons	Mauler Device	Unleashes enormous amounts of focused energy at enemy targets, inflicting 20-100 points of damage.
Weapons	Plasma Torpedoes	Pure energy torpedoes that deliver 150 points of damage, but lose 15 strength per space traveled. The launcher fires every other turn and has a +7 level guidance computer.
